text,sentiment
these set of house mates sha wetin dey their head na how to come out of the house and become celebrities social media verification etc etc yeye,Negative
on top this matter see as i dey chop insults i don change na,Negative
haaaah my gee omah lay don suffersee where dem put am omo na uganda way tomorrow morning like dis,Negative
is dis hw pple look wen dey go on low cut i look like smigel,Negative
oga nor dey laff me joorbellerin done start again infact all these teams wey i dey support done dey disappoint me see barca na,Negative
see what na,Negative
ode niyin walaiyou are abelejayannnn rd wey dey give you joy with your fc jersey i still collect am from you after beating you home and away you better shut f up,Negative
e go come shock am sey dem fire am after weeks,Negative
imagine bab go dey chop yur money still dey stress you on top i go craze oooo,Negative
lol na pipu wey no get money dey sleep pass ooo,Negative
all of una wey dey tell me say una love me make i no see una for my dm again ooo,Negative
if i were married nites like this would be a struggle loool even her plantain sef i wont eat,Negative
na so polio wey we don eradicate b take come back o thanks our able pmb govt,Negative
just tell me amount make i pay those forest frsc are so full of themselves na so i no stop for one i flashed him on stopping me and he gave way the other that was seated just took upon himself to vex for matter wea no be him own come start dey para mtchwee,Negative
ahhh i de owe you fa abeg remind me on tuesday no vex that night na the last time i see that garden sef,Negative
oh no while some of us in karu de beg them for light,Negative
e no just work for me,Negative
please stop i don dey remember wetin i no suppose remember,Negative
sake mi shey u nor see wetin dey front smh,Negative
open on the island na you really dont expect me to leave the whole of lekki to ikeja just for donuts i mean i can but my car too dey chop fuel please na you guys can even start selling from my house or give me id be your dealer on the island please na,Negative
wereye be like say you go remove naira from your name ooo everywherenaira don corrupte con be like say na you de make fuel price de rise sef,Negative
mehn yeah im a lion hard guy hard guy but lion sef dey cry this is not fair this candle procession and the stories that followed really got teary where did we get it wrong,Negative
na only weeks wey i don get this license and this one already wants me to help her sign a document claiming shes got arthritis and ulcer so she can manipulate her nysc whatever oluwa this isnt what i trained for,Negative
gen don spoil mosquitoes wey dey room don dey happy say tonight na for feast,Negative
una jos attitude no fit let una meuvve till yall learn to appreciate the truth learn to appreciate talent not connection and small money songs only get played on air or talked about online wen him show loyalty to yall wen last artist blow from jos,Negative
abuja protesters are always on the move no wonder una like dey climb rock una nor fit stay one place,Negative
na how i go end up for cell dey scare me pass omo i hustled cab when she got herself pay make e drop her for her house mehn god,Negative
unless someone tell me motigbana by olamide is very much worth the mb am not taking that risk na so i do wey puna drop up till now my mb still dey pain me,Negative
pediatrics wardround consultant madam this ur pikin don get measles before mother na only once e don convulse consultant,Negative
nna the guy don vex wat of the complete video i wan see after him sentence whether him invoke amadioha to strike the judge,Negative
ur mama never chop but you dey pop champagne you wise kindly retweet and add yours to it,Negative
abeg leave burna sometimes na so high grade dey make use yarn okoto na we we know,Negative
champions league never start and leicester don dey lose guard alreadylife fit taya them dis year,Negative
they should stop abeg na me dey suffer am,Negative
if burna had won that grammy small thing e for don dey say win a grammy and come talk later,Negative
toronto raptors in the morning west brom in the afternoon na to go find cake and caprisone this night because my mental health is in the potopoto,Negative
snapchat don mad oooheyyyyyi beg una to help me upgrade trouble dey sleep yanga come find ahmsuch wow if i been want upgrade no be iphone i for dey use unu nil dikwa useless maka chukwu,Negative
abeg why my follower numbers dey go up n down like nigeria stock exchange as i dey so i never reach common follower he no good na,Negative
see wetin i yarn that time someone got those hotels for don record u handed over bodies to soldiers way dey shoot,Negative
im ok with not having light what i dont like is this unnecessary teasing dem go bring light u go off gen dem go take am back do i look like a joke to them ill lay curse on them o,Negative
if i talk wetin my eyes don see,Negative
